事業所番号,サービス種類,法人名称,事業所名,郵便番号,事業所所在地,電話番号,FAX番号,行政区
2690500018,介護予防認知症対応型共同生活介護,医療法人三幸会,医療法人三幸会ケアサポートセンター吉祥院,6018339,南区吉祥院里ノ内町７１番地の１,693-3602,681-2710,南区
2690500042,介護予防認知症対応型共同生活介護,有限会社さざなみ,認知症対応型共同生活介護 さざなみ京都南,6018146,南区上鳥羽奈須野町202番地,662-3528,662-3572,南区
2690500083,介護予防認知症対応型共同生活介護,医療法人社団　清怜会,グループホーム　京都久世の家,6018205,南区久世殿城町458番地,931-1010,050-3803-8281,南区
2690500091,介護予防認知症対応型共同生活介護,医療法人社団洛和会,洛和グループホーム桂川,6018213,南区久世中久世町1丁目63番地,925-1505,925-1506,南区
2690500125,介護予防認知症対応型共同生活介護,株式会社ケア２１,グループホームたのしい家吉祥院,6018311,南区吉祥院西ノ庄東屋敷町1番地の2,325-1821,315-1021,南区
2690500190,介護予防認知症対応型共同生活介護,株式会社ツクイ,ツクイ京都洛南グループホーム,6018349,南区吉祥院池田町31番地,692-2911,662-1800,南区
2690500208,介護予防認知症対応型共同生活介護,株式会社はーとふるセゾン,はーとふるセゾン桂川,6018212,南区久世上久世町253番地の3,932-1310,874-5375,南区
2690500216,介護予防認知症対応型共同生活介護,株式会社ソラスト,グループホーム　ソラストさんきち　,6018318,南区吉祥院三ノ宮西町87番地の2,694-1200,694-1220,南区
2600500041,介護予防支援,医療法人同仁会（社団）,唐橋地域包括支援センター指定介護予防支援事業所,6018453,南区唐橋羅城門町38番地マム・スクエア内１階,694-6222,694-6670,南区
2600500017,介護予防支援,社会福祉法人カトリック京都司教区カリタス会,東九条地域包括支援センター指定介護予防支援事業所,6018005,南区東九条西岩本町１番地１,662-3009,692-4930,南区
2600500033,介護予防支援,社会福祉法人社会福祉協議会,陶化地域包括支援センター指定介護予防支援事業所,6018024,南区東九条東札辻町６－１,671-2343,671-2333,南区
2600500025,介護予防支援,社会福祉法人清和園,久世地域包括支援センター指定介護予防支援事業所,6018203,南区久世築山町328番地,933-5787,933-5702,南区
2670501077,介護予防支援,社会福祉法人清和園,久世ホーム居宅介護支援事業所,6018203,南区久世築山町70番地,925-5143,925-5144,南区
2670500012,介護予防支援,社会福祉法人清和園,久世居宅介護支援事業所,6018203,南区久世築山町328番地,933-5779,933-5702,南区
2670500020,介護予防支援,社会福祉法人清和園,吉祥ホーム居宅介護支援事業所,6018389,南区吉祥院石原橋上１番地４,682-8152,682-8179,南区
2670700174,訪問介護,株式会社ニチイ学館,ニチイケアセンター嵯峨野,6168317,右京区嵯峨野神ノ木町３２－１レノヴァシオン嵯峨野１０２,863-0030,863-0031,右京区
2670700059,訪問介護,社会福祉法人嵐山寮,嵐山寮ホームへルプサービス,6168374,右京区嵯峨天龍寺北造路町１７番地,871-4604,882-6023,右京区
2670700216,訪問介護,株式会社キャビック,キャビック指定訪問介護事業所,6150907,右京区梅津段町８番地,881-7770,864-2124,右京区
2670700232,訪問介護,株式会社ソラスト,ホームヘルプサービス　ソラスト西京都,6168337,右京区嵯峨明星町２５番地,873-3643,864-6460,右京区
2670700307,訪問介護,合資会社はなまる介護の会,はなまる介護支援センター,6168211,右京区常盤御池町２１－５－１Ｆ,863-3388,863-3389,右京区
2670700448,訪問介護,京都生活協同組合,京都生協右京ホームヘルプサービス,6168185,右京区太秦開日町１０番地６,882-0294,882-4459,右京区
2670700505,訪問介護,京北商工会,ホームヘルパーステーションさくら,6010251,右京区京北周山町上寺田１番地１,855-1510,852-1173,右京区
2670700463,訪問介護,社会福祉法人北桑会,訪問介護事業所豊和園,6010532,右京区京北上中町宮ノ下２２番地,854-8808,854-0966,右京区
2670700588,訪問介護,有限会社ヘルプゆう,ヘルパーステーションヘルプゆう,6168224,右京区常盤窪町1番地174,873-1334,864-9033,右京区
2670700596,訪問介護,株式会社やさしい手京都北　,株式会社やさしい手京都北西院訪問介護事業所,6150024,右京区西院矢掛町32番地SOMビル2階,321-8341,321-8340,右京区
2670700638,訪問介護,株式会社ＪＡＭＥＣＳ,ケアサービスおりづる,6168223,右京区常盤西町１９番地２７,882-6541,882-6549,右京区
2670700687,訪問介護,社会福祉法人京都福祉サービス協会,社会福祉法人京都福祉サービス協会太秦事務所,6168216,右京区常盤一ノ井町８番地の３カリオン大町１階,873-2945,873-2947,右京区
2670700737,訪問介護,有限会社エルケアー,ヘルパーステーションエルケアー,6150056,右京区西院西貝川町64番地,863-0008,863-0222,右京区
2670700810,訪問介護,ヒューマンライフケア株式会社,ヒューマンライフケア京都西院,6150052,右京区西院清水町５番地,323-5871,323-5873,右京区
2670700828,訪問介護,株式会社ニチイ学館,ニチイケアセンター右京,6150022,右京区西院平町5番地JO-INビル６階,322-3501,322-3503,右京区
2670700968,訪問介護,公益社団法人京都保健会,公益社団法人京都保健会ヘルパーステーション太秦安井,6168071,右京区太秦安井藤ノ木町２番２,283-0113,283-0116,右京区
2674000662,訪問介護,グリーンライフ株式会社,訪問介護まごのて右京,6150885,右京区西京極午塚町50番地1,874-6262,874-6258,右京区
2670701107,訪問介護,株式会社ニチイ学館,ニチイケアセンター天神川,6150901,右京区梅津南広町９３番,863-5602,864-6728,右京区
2670701115,訪問介護,特定非営利活動法人麗山,潮音,6168085,右京区太秦安井松本町１番地９,811-6501,811-6502,右京区
2670701164,訪問介護,社会福祉法人七施会,メルシーうずまさ訪問介護事業所,6168107,右京区太秦一ノ井町41番地,881-6681,881-6682,右京区
2670701172,訪問介護,株式会社大樹,ヘルパーステーション　カプリス,6150096,右京区山ノ内五反田町7番地4,802-0561,555-3157,右京区
2660790052,訪問介護,社会福祉法人健光園,健光園あらしやまホームヘルプステーション,6168363,右京区嵯峨柳田町36番地5,881-0455,881-0522,右京区
2670701248,訪問介護,日本ロングライフ株式会社,ロングライフ京都嵐山ケアセンター,6168208,右京区宇多野福王子町80番地ユウハイツ105号室,466-3808,466-3806,右京区
2670701404,訪問介護,株式会社ソラスト,ホームヘルプサービス　ソラスト梅津,6150913,右京区梅津南上田町26番地,863-0020,863-0028,右京区
2670701446,訪問介護,株式会社グランユニライフケアサービス,グランユニライフホームヘルパーステーション京都嵐山,6168346,右京区嵯峨天龍寺油掛町１０番地の２５,283-2170,283-2166,右京区
2670701479,訪問介護,有限会社ゆとりけん,訪問介護事業所　ゆとり,6150861,右京区西京極野田町18番地１,754-6200,754-6201,右京区
2670701495,訪問介護,株式会社ライフサポートサービスつぐみ,優陽訪問介護事業所,6150911,右京区梅津北町４８－４,202-6854,202-6856,右京区
2670701594,訪問介護,あやとり株式会社,あやとりホームヘルパーステーション天神川,6150056,右京区西院西貝川町96番地,861-2015,861-2016,右京区
2670701610,訪問介護,株式会社ベネッセスタイルケア,グランダ山ノ内ケアステーション,6150081,右京区山ノ内養老町7番地1,325-0987,325-1789,右京区
2670701628,訪問介護,合同会社日和,ヘルパーステーション小春日和,6150852,右京区西京極西川町42,316-2988,316-2999,右京区
2670701677,訪問介護,ディバイングレース株式会社,ヘルパーステーション　グレース,6150851,右京区西京極西池田町13番地7豊成ビル2階,963-6901,963-6902,右京区
2670701685,訪問介護,株式会社和の音,ヘルパーステーション京都あんしん倶楽部,6150877,右京区西京極西衣手町9番地ショウエイハウス101号室,963-6877,320-2877,右京区
2670701727,訪問介護,株式会社エス・フォー,訪問介護エス・フォー西院,6150057,右京区西院東貝川町１３番地レガシー２５　１階,963-6928,963-6927,右京区
2670301007,訪問介護,エールパートナーズ株式会社,エールパートナーズ,6150912,右京区梅津構口町４３番地３　１階,863-5588,863-5589,右京区
2670701768,訪問介護,ヘルパーステーションルイ合同会社,ヘルパーステーション　ルイ,6168151,右京区太秦帷子ケ辻町１１番地７２,406-0518,406-0528,右京区
2670400908,訪問介護,有限会社都大路,ヘルパーステーション　大地,6150022,右京区西院平町33番地1サン・フェニ西院1Ｆ,205-5402,205-5456,右京区
2670701834,訪問介護,かどの株式会社,ヘルパーステーションかどの,6150882,右京区西京極葛野町45番地,874-1851,874-5684,右京区
2670701875,訪問介護,グッドタイムリビング株式会社,ＧＴＬケアサービス 嵯峨有栖川,6168337,右京区嵯峨明星町1番地31,863-1020,882-8120,右京区
2670701883,訪問介護,株式会社アドナース,アドナース西院　訪問介護,6150003,右京区西院西今田町10番地ウエストインコスモ1Ｆ2号,874-3917,874-3918,右京区
2670701990,訪問介護,特定非営利活動法人麗山,麗山　嵐山,6168367,右京区嵯峨北堀町29番地4,863-1300,863-1301,右京区
2670702055,訪問介護,社会福祉法人なづな学園,サービスセンターふらっぷ,6168045,右京区花園内畑町37番地,822-5245,822-5246,右京区
2670702162,訪問介護,株式会社ベネッセスタイルケア,アリア嵯峨嵐山ケアステーション,6168375,右京区嵯峨天龍寺立石町5番地10,864-7622,864-7623,右京区
2670702188,訪問介護,株式会社五力,ヘルパーステーションごりき,6150821,右京区西京極北裏町8番地21,754-6873,754-6837,右京区
2670702238,訪問介護,株式会社ＩＭＡＴＯＫＵ,訪問介護事業所こうめ,6150851,右京区西京極西池田町13番地の2林ビル201,325-4888,325-4877,右京区
2670702261,訪問介護,株式会社大樹,ヘルパーステーション　花咲み,6150913,右京区梅津南上田町2番地,873-0931,873-0932,右京区
2670702279,訪問介護,有限会社エス・エス・ケイ,ヘルパーステーションラポールしらゆきの森,6150071,右京区山ノ内西裏町10番地1,325-1161,325-1164,右京区
2670702287,訪問介護,株式会社学研ココファン,学研ココファン西院ヘルパーセンター,6150054,右京区西院月双町115番地,322-0251,322-0252,右京区
2670702295,訪問介護,合同会社くじゃく,ケアサポートくじゃく,6168173,右京区太秦上ノ段町1-64,406-5381,406-5383,右京区
2670702303,訪問介護,特定非営利活動法人ほっと・サービス,ＮＰＯ法人　ほっと・サービス訪問介護事業所,6168153,右京区太秦面影町5番地サントピア太秦206,864-5066,606-6202,右京区
2670702311,訪問介護,株式会社共に生きる訪問介護事業所たまねぎ,訪問介護事業所たまねぎ,6168161,右京区太秦東蜂岡町2番地レックスつばき第6ﾋﾞﾙ3-A,777-2799,320-5397,右京区
2670702337,訪問介護,株式会社ニチイ学館,ニチイケアセンター鹿王院,6168347,右京区嵯峨中又町27番地1パストラル嵐山405,863-2484,864-2404,右京区
2670702329,訪問介護,株式会社ニチイ学館,ニチイケアセンター北梅津,6150917,右京区梅津西浦町16番地ハイツライラック1階,873-1255,882-0622,右京区
2670702345,訪問介護,特定非営利活動法人優愛,訪問介護事業所　セレーネ,6150901,右京区梅津南広町51番地8,070-1596-2631,205-3539,右京区
2670702352,訪問介護,株式会社学研ココファン,学研ココファン西小路御池ヘルパーセンター,6168073,右京区太秦安井水戸田町5番地4,802-2120,802-2121,右京区
2670702394,訪問介護,株式会社ケリー,ケリー,6150925,右京区梅津大縄場町２１番地の２０山栄ビル１Ｆ,406-7015,406-7070,右京区
2670702469,訪問介護,株式会社Ｔ.Ｓ.Ｉ,ケアステーションあんじぇす嵯峨広沢,6168354,右京区嵯峨一本木町52番地5,862-7770,862-7772,右京区
2670702527,訪問介護,ＳＩＳＵ合同会社,歩み訪問介護,6168085,右京区太秦安井松本町10番地の15,496-8188,366-6351,右京区
2670702584,訪問介護,合同会社太陽と風,ヘルパーステーションこのみち,6168175,右京区太秦一町芝町8番地の16,203-7815,205-4380,右京区
2670201223,訪問介護,株式会社シー・エス・ケー,あおば訪問介護ステーション,6150024,右京区西院矢掛町25-1シュールメゾン105,321-5311,321-5313,右京区
2670702667,訪問介護,株式会社ユウコム,ユウコム訪問介護事業所,6150883,右京区西京極南大入町86番地2,321-8961,321-8363,右京区
2670702659,訪問介護,合同会社アリス,アリスケアステーション,6150062,右京区西院坤町56番地マンションV2　402,366-0886,366-0887,右京区
2670702725,訪問介護,合同会社ＥＭＰＡＴＨＹ,訪問介護事業所　ＥＭＰＡＴＨＹ　嵯峨嵐山,6168421,右京区嵯峨釈迦堂門前瀬戸川町１４番地,861-5801,861-5800,右京区
2670702741,訪問介護,株式会社ジェネラス,ケアサポートつむぐ,6168313,右京区嵯峨野開町２４番地２４,334-6019,334-6122,右京区
2670702758,訪問介護,株式会社ぱふら,ぱふら　訪問介護,6168345,右京区嵯峨折戸町17番地4,864-7566,873-2477,右京区
2670702774,訪問介護,合同会社Ｎ,訪問介護ステーションnico,6150054,右京区西院月双町105番地グリシーヌ京都西京極507号,925-6825,925-5325,右京区
2670702816,訪問介護,グリーンライフ株式会社,訪問介護まごのて太秦,6168223,右京区常盤西町18番地グランドールトキ1階102号室,280-6262,280-6263,右京区
2670702782,訪問介護,株式会社ライフサポートサービスつぐみ,優河ケアステーション,6168441,右京区北嵯峨北ノ段町50番地14,200-1738,200-1739,右京区
2670702840,訪問介護,株式会社グランユニライフケアサービス,グランユニライフホームヘルパーステーション京都嵐山Ⅱ,6168346,右京区嵯峨天龍寺油掛町10番地24,277-9165,277-9167,右京区
2670702857,訪問介護,株式会社むぎ,ヘルパーステーション　スイート梅津,6150933,右京区梅津後藤町4番地3スカイロードマンション1階,334-6977,334-6978,右京区
2670702931,訪問介護,株式会社ディライト,訪問介護ぽらりす,6150885,右京区西京極午塚町74番地奥田マンション102,925-7381,925-7386,右京区
2670702956,訪問介護,株式会社学研ココファン,学研ココファン嵯峨嵐山ヘルパーセンター,6168447,右京区嵯峨釈迦堂藤ノ木町29番地3,865-2233,865-2234,右京区
2670702972,訪問介護,ＳＯＭＰＯケア株式会社,ＳＯＭＰＯケア　京都西　訪問介護,6150096,右京区山ノ内五反田町9番地1かどの御池ビル3階,432-8265,432-8292,右京区
2670702980,訪問介護,株式会社陽葵,ヘルパーステーションHinata,6150034,右京区西院西寿町27番地リッツハウスK　3号室,950-0912,950-0913,右京区
2670702808,訪問介護,株式会社一香,ケアサポートりんく,6168224,右京区常盤窪町10番地3,366-3468,366-3469,右京区
2670702998,訪問介護,合同会社花水木,ケアサポート花水木,6150922,右京区梅津前田町5番地,334-6630,334-6631,右京区
2670703004,訪問介護,株式会社スタッフシュウエイ,アクア京都太秦訪問介護,6168142,右京区太秦樋ノ内町10番地6,748-0445,748-0446,右京区
2670703012,訪問介護,株式会社トラストリンク,Ｂｏｎｄｓ西京極支店,6150824,右京区西京極畑田町10番地パルテ西京極501号,925-9051,925-9061,右京区
2670700414,訪問入浴介護,株式会社ラ・ケア,ラ・ケア,6150822,右京区西京極中町３７番地１,326-2123,321-4612,右京区
2670700430,訪問入浴介護,アースサポート株式会社,アースサポート京都,6150026,右京区西院北矢掛町１番地１１,323-3211,323-3210,右京区
2670700786,訪問入浴介護,株式会社祥,訪問入浴介護サービス　ひまわり,6150926,右京区梅津罧原町52番地71,200-7420,200-8227,右京区
2670700851,訪問入浴介護,アサヒサンクリーン株式会社,アサヒサンクリーン在宅介護センター京都西,6168124,右京区太秦辻ケ本町9番地UZUMASA　ARCUS　1階,050-3317-7388,406-0391,右京区
2670701008,訪問入浴介護,ナチュラリーケア株式会社,ナチュラリーケア,6150806,右京区西京極畔勝町２７番地,325-1080,322-9040,右京区
2610704765,訪問看護,医療法人社団小室整形外科医院,訪問看護ＳＯＲＡ（そーら）,6168313,右京区嵯峨野開町21,871-0519,872-1781,右京区
2660790011,訪問看護,医療法人社団洛和会,医療法人社団洛和会訪問看護ステーション右京山ノ内,6150071,右京区山ノ内西裏町１５番地,325-5772,325-5775,右京区
2610700235,訪問看護,一般財団法人仁風会　,一般財団法人仁風会嵯峨野病院,6168251,右京区鳴滝宇多野谷９番地,464-0321,461-7383,右京区
2660790045,訪問看護,一般社団法人右京医師会,訪問看護ステーション右京医師会,6150902,右京区梅津神田町57番地,872-1010,872-1843,右京区
2660790029,訪問看護,公益社団法人京都保健会,公益社団法人京都保健会訪問看護ステーション太秦安井,6168071,右京区太秦安井藤ノ木町２番２,283-0112,283-0115,右京区
2610703916,訪問看護,財団法人泉谷病院,財団法人泉谷病院,6168077,右京区太秦安井馬塚町１８,801-0111,842-1650,右京区
2610704260,訪問看護,社会医療法人健康会,社会医療法人健康会　西京極診療所,6150813,右京区西京極佃田町１７,314-2866,312-4186,右京区
2660790052,訪問看護,社会福祉法人健光園,健光園あらしやま訪問看護ステーション,6168363,右京区嵯峨柳田町36番地の5,882-0450,882-0451,右京区
2610703460,訪問看護,,小島医院,6168305,右京区嵯峨広沢御所ノ内町３７－５,871-7047,,右京区
2610704500,訪問看護,,神山医院,6150011,右京区西大路四条上ル西院東淳和院町４,312-4114,,右京区
2610704252,訪問看護,,イトウ診療所,6168217,右京区常盤東ノ町２２－３,882-5156,882-5185,右京区
2610705796,訪問看護,医療法人誠心会,医療法人誠心会　池田整形外科クリニック,6168107,右京区太秦一ノ井町３１,872-5777,,右京区
2660790078,訪問看護,社会医療法人太秦病院,社会医療法人太秦病院附属うずまさ訪問看護ステーション,6168151,右京区太秦帷子ケ辻町30番地の4,873-2373,862-3773,右京区
2660790086,訪問看護,有限会社ティ・ケイ・ディ・コーポレーション,ステーションイルカ,6150084,右京区山ノ内山ノ下町１５番地１３,323-5623,323-5613,右京区
2610705846,訪問看護,医療法人社団　聡樹会　まさき医院,医療法人社団　聡樹会　まさき医院,6150885,右京区西京極午塚町６５番地１,314-8611,,右京区
2610705861,訪問看護,医療法人朋生会,医療法人朋生会中尾クリニック,6168363,右京区嵯峨柳田町１１番地の８,871-5450,871-9509,右京区
2660790110,訪問看護,有限会社エヌアンドアールメディカルケア,訪問看護ステーション「あい２４」,6168363,右京区嵯峨柳田町１１番地エヌアールハイツ１０５号,871-5433,871-5422,右京区
2610706018,訪問看護,医療法人青進会,景山医院,6150003,右京区西院西今田町９－５,323-6680,,右京区
2660790144,訪問看護,有限会社ゆとりけん,訪問看護ステーションゆとり,6150861,右京区西京極野田町18番地1,321-5847,313-5402,右京区
2660790128,訪問看護,有限会社南風,訪問看護ステーション南風,6150913,右京区梅津南上田町１４番地梅津マンション３０８号,882-0717,882-9971,右京区
2610706182,訪問看護,医療法人社団　松仁会,訪問看護内田病院,6150925,右京区梅津大縄場町６の９,882-6666,,右京区
2660790169,訪問看護,有限会社難病ケア研究所,訪問看護ステーションにしお,6168156,右京区太秦西野町１５番地１０,468-6100,468-9310,右京区
2610704799,訪問看護,医療法人社団寿光会竹腰医院,医療法人社団寿光会　竹腰医院,6168095,右京区御室芝橋町６－１９,461-6288,461-7802,右京区
2660790185,訪問看護,株式会社ライフサポートサービスつぐみ,優心訪問看護ステーション,6168106,右京区太秦森ケ西町9番地1,200-7005,200-9568,右京区
2660790193,訪問看護,地方独立行政法人立病院機構,立京北病院訪問看護ステーション,6010533,右京区京北下中町鳥谷３番地,854-7171,854-0825,右京区
2660790201,訪問看護,訪問看護ステーションあかり株式会社,訪問看護ステーションあかり,6150004,右京区西院下花田町５番地１レジデンス・オザック５０８号,555-7719,,右京区
2610706646,訪問看護,医療法人社団京健会,西京病院,6150026,右京区西院北矢掛町３９－１,313-0721,313-1089,右京区
2660390143,訪問看護,株式会社アドナース,アドナース右京　訪問看護,6168121,右京区太秦垣内町9番地2,874-3904,874-3948,右京区
2660790250,訪問看護,独立行政法人国立病院機構,独立行政法人国立病院機構　訪問看護ステーションうたの,6168255,右京区鳴滝音戸山町８番地,461-5121,463-8415,右京区
2660790276,訪問看護,ピース・トラスト株式会社,ピース・トラスト訪問看護ステーション,6168117,右京区太秦門田町7-16,406-1211,406-1335,右京区
2660790268,訪問看護,株式会社ケア２１メディカル,ケア２１メディカル訪問看護・リハビリステーションぴ～す西院,6150062,右京区西院坤町１０３番地近藤ビル５階ＡＢＤ号室,323-6621,323-9921,右京区
2610706778,訪問看護,医療法人社団医京会,医療法人社団医京会　室町クリニック,6150057,右京区西院東貝川町42番地ハイライズ西院1階,754-7905,754-7906,右京区
2660790300,訪問看護,合同会社輪,訪問看護ステーション輪,6150005,右京区西院春栄町２８番地,325-0288,325-0289,右京区
2660790318,訪問看護,株式会社ＨＬＢ,訪問看護ステーション　めぐみ,6168342,右京区嵯峨苅分町25番地15,864-4677,861-8604,右京区
2660790326,訪問看護,医療法人黒川サルーテメンターレ,訪問看護ステーション　チャオ,6150021,右京区西院三蔵町14番地西院プラムビル4階,925-8282,312-6698,右京区
2660790342,訪問看護,株式会社ＴＫメディカル,訪問看護ステーション 都ナース嵐山,6168258,右京区鳴滝般若寺町1番地木村ハイツ102号室,812-9946,812-9947,右京区
2660790367,訪問看護,株式会社とも,訪問看護ステーション　とも,6150004,右京区西院下花田町9番地,323-7481,323-7482,右京区
2660790375,訪問看護,合同会社ＹＫＴ.ＣＩ,ほわいえリハビリ訪問看護ステーション,6150066,右京区西院四条畑町1番地の35スールシャンブル506,555-6992,756-6278,右京区
2610707016,訪問看護,医療法人西院駅前とりやまクリニック,医療法人西院駅前とりやまクリニック,6150012,右京区西院高山寺町1番地の1メディカル西院3F,963-5200,963-5201,右京区
2660790383,訪問看護,合同会社久義,訪問看護ステーション久義,6150877,右京区西京極西衣手町10番地ショウエイハウス103号,748-9900,748-9900,右京区
2660790391,訪問看護,医療法人　新生十全会,医療法人新生十全会　訪問看護ステーションならび,6168214,右京区常盤古御所町2番地,881-3176,384-3141,右京区
2610706869,訪問看護,社会医療法人太秦病院,社会医療法人太秦病院,6168083,右京区太秦安井西沢町4番地13,811-7711,811-7722,右京区
2660790409,訪問看護,医療法人社団京健会,医療法人社団京健会　訪問看護ステーションさいきょう,6150026,右京区西院北矢掛町39番地の1,313-0722,313-1100,右京区
2660790441,訪問看護,株式会社ケアゲイト,京さくら訪問看護ステーションときわ,6168226,右京区常盤段ノ上町2番地の10,748-0953,748-0954,右京区
2660790458,訪問看護,株式会社スーパー・コート,スーパー・コート京都訪問看護ステーション,6150806,右京区西京極畔勝町55番地,325-4870,325-4890,右京区
2660790466,訪問看護,アミケア株式会社,アミケア　訪問看護ステーション,6150022,右京区西院平町25番地　ライフプラザ西大路四条7040号室,874-5410,050-3737-4664,右京区
2660790482,訪問看護,株式会社ミストラルサービス,訪問看護ステーション　ミストラル京都,6168104,右京区太秦下刑部町１１番地２　グレイスヴィラ阿部２Ｂ号室,864-3000,864-3003,右京区
2660790508,訪問看護,株式会社ハートケア,訪問看護ステーション　フィット・京都,6168082,右京区太秦安井奥畑町２２番地１５,823-7051,823-7052,右京区
2660790524,訪問看護,株式会社メンタル救世主,訪問看護ステーション　こころみ梅津,6150907,右京区梅津段町17-4 プレミール段町102号,865-3301,865-3302,右京区
2660790516,訪問看護,合同会社Ｋｏｓ,訪問看護リハビリステーションＭｙｓａ,6168177,右京区太秦馬塚町１８番地９,277-9605,330-6474,右京区
2660790532,訪問看護,合同会社Ｎ,訪問看護ステーションnico,6150054,右京区西院月双町105番地グリシーヌ京都西京極507号室,925-6825,925-5325,右京区
2660490281,訪問看護,株式会社ケイメディカル,愛ここ訪問看護ステーション京都,6150022,右京区西院平町34番地4,600-0152,050-3730-8321,右京区
2610707255,訪問看護,医療法人にしかわクリニック,医療法人にしかわクリニック,6150805,右京区西京極東池田町1番地2シオン桂１階,315-5815,315-5811,右京区
2660790540,訪問看護,株式会社グリッド,ぐりっど右京訪問看護ステーション,6168165,右京区太秦桂ケ原町９番地４桂ケ原荘15,334-6890,334-6891,右京区
2660790557,訪問看護,株式会社ライフサポートサービスつぐみ,優彩訪問看護ステーション,6168441,右京区北嵯峨北ノ段町50番地14,200-1751,200-1752,右京区
2660790565,訪問看護,株式会社ライフケアアルク,訪問看護ステーションアルク,6168063,右京区太秦安井東裏町8番地1,201-4321,201-4321,右京区
2610707289,訪問看護,医療法人はまなかクリニック,はまなかクリニック,6168356,右京区嵯峨天龍寺中島町7番地1,862-2108,366-2520,右京区
2660790573,訪問看護,有限会社ヘルプゆう,訪問看護ステーション　ゆかり,6168224,右京区常盤窪町1番地175,432-7820,432-7840,右京区
2660790581,訪問看護,株式会社さくらケアサポート,母子訪問看護ステーション　へそのお,6150062,右京区西院坤町56番地マンションV2　205号室,090-3896-4801,320-2866,右京区
2660790599,訪問看護,医療法人はまなかクリニック,医療法人はまなかクリニック　訪問看護ステーション　リハ・ナース右京,6168042,右京区花園伊町44番地13オフィス花園301,406-0993,406-0994,右京区
2660790607,訪問看護,ＳＯＭＰＯケア株式会社,ＳＯＭＰＯケア　京都西　訪問看護,6150096,右京区山ノ内五反田町9番地1かどの御池ビル3階,432-8285,432-8292,右京区
2660790615,訪問看護,株式会社喜久一,訪問看護ステーションこむぎ,6168361,右京区嵯峨中通町10番地2嵐山ビューハイツＥ号,863-5631,863-5632,右京区
2660790623,訪問看護,株式会社Ｎ・フィールド,訪問看護ステーション　デューン西京極,6150883,右京区西京極南大入町72番地プリモ・レガーロ西京極100号室,950-3125,950-3126,右京区
2660790631,訪問看護,株式会社スタッフシュウエイ,アクア京都太秦訪問看護,6168142,右京区太秦樋ノ内町10番地6,748-0445,748-0446,右京区
2610707339,訪問看護,医療法人平安会,医療法人平安会　安田花園クリニック,6168013,右京区谷口唐田ノ内町18番地4,463-2900,463-2905,右京区
2610704765,訪問リハビリテーション,医療法人社団小室整形外科医院,訪問リハビリテーションＳＯＲＡ(そーら),6168313,右京区嵯峨野開町21,871-0551,871-0552,右京区
2610704260,訪問リハビリテーション,社会医療法人健康会,社会医療法人健康会　西京極診療所,6150813,右京区西京極佃田町17,314-2866,312-4186,右京区
2610700235,訪問リハビリテーション,一般財団法人仁風会　,一般財団法人仁風会　嵯峨野病院,6168251,右京区鳴滝宇多野谷９番地,464-0321,461-7383,右京区
2610705796,訪問リハビリテーション,医療法人誠心会,医療法人誠心会　訪問リハビリテーションさきがけ,6168107,右京区太秦一ノ井町３１,872-5777,,右京区
2610706018,訪問リハビリテーション,医療法人青進会,景山医院,6150003,右京区西院西今田町９－５,323-6680,,右京区
2610706646,訪問リハビリテーション,医療法人社団京健会,医療法人社団京健会西京病院,6150026,右京区西院北矢掛町３９－１,313-0721,313-1089,右京区
2610706703,訪問リハビリテーション,医療法人河端病院,医療法人河端病院,6168173,右京区太秦上ノ段町16番地,861-1235,861-1321,右京区
2650780022,訪問リハビリテーション,医療法人平盛会,ケア・スポット梅津　訪問リハビリテーション,6150924,右京区梅津尻溝町６６番地１,863-2185,873-1396,右京区
2650780048,訪問リハビリテーション,社会福祉法人緑風会,介護老人保健施設マリアンヌ,6150923,右京区梅津中倉町10番地,865-8500,865-8502,右京区
2610706976,訪問リハビリテーション,社会医療法人太秦病院,社会医療法人太秦病院附属うずまさ診療所指定訪問リハビリテーション事業所,6168151,右京区太秦帷子ケ辻町30番地の4,863-6152,882-6866,右京区
2610706182,訪問リハビリテーション,医療法人社団　松仁会,内田病院訪問リハビリテーション,6150925,右京区梅津大縄場町6-9,882-6666,882-1336,右京区
2610707156,訪問リハビリテーション,医療法人社団京健会,医療法人社団京健会　さいきょうクリニック,6150026,右京区西院北矢掛町39番地1,313-0723,313-0745,右京区
2610707289,訪問リハビリテーション,医療法人はまなかクリニック,はまなかクリニック,6168356,右京区嵯峨天龍寺中島町7番地1,862-2108,,右京区
2610707347,訪問リハビリテーション,医療法人梅寿会　四方医院,四方医院　訪問リハステーションS,6150903,右京区梅津堤下町28番地,863-3200,863-3201,右京区
2610706869,訪問リハビリテーション,社会医療法人太秦病院,社会医療法人太秦病院指定訪問リハビリテーション事業所,6168083,右京区太秦安井西沢町4番地13,811-7711,811-7722,右京区
2610704849,居宅療養管理指導,医療法人岩田医院,医療法人　岩田医院,6150022,右京区西院平町９,311-8018,,右京区
2610704955,居宅療養管理指導,医療法人高島診療所,医療法人　高島診療所,6168366,右京区嵯峨天龍寺今堀町２,861-3531,,右京区
2610704641,居宅療養管理指導,医療法人社団圭春会,医療法人社団圭春会　梅の宮医院,6150917,右京区梅津西浦町２３－２,881-5678,,右京区
2610704971,居宅療養管理指導,医療法人社団斎藤医院,医療法人社団　斎藤医院,6150933,右京区梅津後藤町9-7,861-3225,,右京区
